wall_s,pts_s,drift_ms,draw_ms,write_ms,decode_ms,bytes,shown,dropped,px_w,px_h
18.592,18.552,-5.75,12.447,4.383,1.259,29690,497,60,1010,284
18.623,18.585,-4.75,12.395,5.920,1.207,41201,498,60,1010,284
18.649,18.619,-2.75,13.504,0.218,1.259,28769,499,60,1010,284
18.681,18.652,-1.75,13.071,0.308,1.363,42153,500,60,1010,284
18.714,18.686,+0.25,13.732,0.225,1.328,29970,501,60,1010,284
18.753,18.719,+1.25,13.410,6.477,1.259,43260,502,60,1010,284
18.787,18.752,-8.42,12.764,0.196,1.241,29496,503,60,1010,284
18.818,18.786,-6.42,13.492,0.294,1.401,44191,504,60,1010,284
18.853,18.819,-5.42,11.932,4.364,1.295,30315,505,60,1010,284
18.885,18.852,-4.42,13.117,0.341,1.173,42891,506,60,1010,284
18.916,18.886,-2.42,12.786,0.177,1.272,31051,507,60,1010,284
18.954,18.919,-1.42,12.265,6.949,1.228,46623,508,60,1010,284
18.979,18.952,-0.42,12.558,0.302,1.171,42572,509,60,1010,284
19.011,18.986,+1.58,13.064,0.299,1.260,43536,510,60,1010,284
19.056,19.019,-8.08,12.685,4.126,1.238,28318,511,60,1010,284
19.088,19.053,-6.08,13.325,0.230,1.360,29936,512,60,1010,284
19.125,19.086,-5.08,12.276,5.992,1.261,42610,513,60,1010,284
19.149,19.119,-4.08,12.125,0.199,1.150,29911,514,60,1010,284
19.181,19.153,-2.08,13.085,0.305,1.298,44416,515,60,1010,284
19.216,19.186,-1.08,12.003,4.227,1.259,30064,516,60,1010,284
19.249,19.219,-0.08,13.798,0.436,1.130,63784,517,60,1010,284
19.281,19.253,+1.92,12.755,0.206,1.257,30718,518,60,1010,284
19.326,19.286,-7.75,13.251,5.638,1.261,58774,519,60,1010,284
19.356,19.319,-6.75,13.166,0.212,1.158,29300,520,60,1010,284
19.394,19.353,-4.75,12.888,6.735,1.282,45285,521,60,1010,284
19.421,19.386,-3.75,12.081,2.649,1.170,31089,522,60,1010,284
19.448,19.420,-1.75,13.616,0.381,1.258,52998,523,60,1010,284
19.481,19.453,-0.75,12.615,2.987,1.298,30257,524,60,1010,284
19.514,19.486,+0.25,13.387,0.316,1.265,46260,525,60,1010,284
19.557,19.520,-8.42,11.756,4.047,1.259,29658,526,60,1010,284
19.589,19.553,-7.42,13.393,0.304,1.167,48699,527,60,1010,284
19.619,19.586,-6.42,12.796,0.214,1.264,29961,528,60,1010,284
19.654,19.620,-4.42,11.966,4.653,1.259,32470,529,60,1010,284
19.687,19.653,-3.42,13.781,0.326,1.220,44973,530,60,1010,284
19.725,19.687,-1.42,13.363,6.296,1.259,31302,531,60,1010,284
19.756,19.720,-0.42,13.010,5.036,1.159,48493,532,60,1010,284
19.781,19.753,+0.58,12.809,0.202,1.398,30780,533,60,1010,284
19.822,19.787,-8.08,12.443,0.317,1.257,45773,534,60,1010,284
19.855,19.820,-7.08,12.777,0.220,1.257,31732,535,60,1010,284
19.893,19.853,-6.08,12.389,7.645,1.259,53062,536,60,1010,284
19.918,19.887,-4.08,12.356,0.282,1.223,38240,537,60,1010,284
19.950,19.920,-3.08,13.147,0.345,1.267,49106,538,60,1010,284
19.986,19.953,-2.08,11.914,4.642,1.207,33010,539,60,1010,284
20.018,19.987,-0.08,13.464,0.356,1.153,47415,540,60,1010,284
20.057,20.020,+0.92,12.603,7.444,1.263,34193,541,60,1010,284
20.088,20.054,-7.75,13.205,0.215,1.147,47997,542,60,1010,284
20.124,20.087,-6.75,13.768,0.228,1.280,31935,543,60,1010,284
20.163,20.120,-5.75,12.794,7.224,1.284,50504,544,60,1010,284
20.187,20.154,-3.75,11.883,0.250,1.157,34351,545,60,1010,284
20.219,20.187,-2.75,12.833,0.233,1.258,32679,546,60,1010,284
20.258,20.220,-1.75,12.288,7.351,1.260,50772,547,60,1010,284
20.283,20.254,+0.25,12.023,0.248,1.117,33341,548,60,1010,284
20.315,20.287,+1.25,13.280,0.365,1.262,50891,549,60,1010,284
20.361,20.320,-8.42,12.112,6.609,1.309,46038,550,60,1010,284
20.392,20.354,-6.42,13.703,0.340,1.130,51469,551,60,1010,284
20.431,20.387,-5.42,12.658,7.627,1.263,37527,552,60,1010,284
20.457,20.421,-3.42,12.269,7.318,1.163,51973,553,60,1010,284
20.483,20.454,-2.42,13.050,0.223,1.160,31910,554,60,1010,284
20.522,20.487,-1.42,12.879,7.196,1.261,51115,555,60,1010,284
20.547,20.521,+0.58,11.629,2.028,1.167,32753,556,60,1010,284
20.580,20.554,+1.58,13.152,0.347,1.256,49613,557,60,1010,284
20.621,20.587,-8.08,12.803,0.273,1.343,39075,558,60,1010,284
20.653,20.621,-6.08,13.196,0.343,1.285,50614,559,60,1010,284
20.694,20.654,-5.08,12.202,5.134,1.161,34379,560,60,1010,284
20.721,20.688,-3.08,14.052,0.369,1.210,53225,561,60,1010,284
20.760,20.721,-2.08,12.859,7.365,1.316,40386,562,60,1010,284
20.790,20.754,-1.08,12.195,4.360,1.215,36817,563,60,1010,284
20.816,20.788,+0.92,13.513,0.374,1.257,58575,564,60,1010,284
20.847,20.821,+1.92,12.239,0.244,1.256,36613,565,60,1010,284
20.890,20.854,-7.75,13.298,0.354,1.259,54596,566,60,1010,284
20.926,20.888,-5.75,11.824,4.802,1.262,33942,567,60,1010,284
20.951,20.921,-4.75,12.209,0.343,1.155,50616,568,60,1010,284
20.998,20.954,-3.75,12.796,10.427,1.257,33995,569,60,1010,284
21.024,20.988,-1.75,12.187,7.272,1.136,50853,570,60,1010,284
21.050,21.021,-0.75,13.356,0.252,1.165,34585,571,60,1010,284
21.088,21.055,+1.25,13.186,7.470,1.274,53150,572,60,1010,284
21.121,21.088,-8.42,11.823,0.251,1.224,34642,573,60,1010,284
21.155,21.121,-7.42,13.323,0.356,1.285,54922,574,60,1010,284
21.191,21.155,-5.42,12.185,4.774,1.262,35486,575,60,1010,284
21.223,21.188,-4.42,12.664,0.420,1.140,53755,576,60,1010,284
21.256,21.221,-3.42,13.198,0.364,1.259,49995,577,60,1010,284
21.293,21.255,-1.42,12.097,7.356,1.259,52067,578,60,1010,284
21.318,21.288,-0.42,11.757,0.241,1.155,33463,579,60,1010,284
21.350,21.321,+0.58,12.908,0.211,1.260,36112,580,60,1010,284
21.398,21.355,-8.08,12.216,7.339,1.260,50658,581,60,1010,284
21.425,21.388,-7.08,13.449,0.249,1.167,35616,582,60,1010,284
21.464,21.422,-5.08,12.907,7.388,1.258,50763,583,60,1010,284
21.492,21.455,-4.08,11.911,3.045,1.167,36201,584,60,1010,284
21.518,21.488,-3.08,13.331,0.369,1.260,55873,585,60,1010,284
21.555,21.522,-1.08,12.636,5.454,1.259,36876,586,60,1010,284
21.587,21.555,-0.08,13.726,0.337,1.256,51549,587,60,1010,284
21.618,21.588,+0.92,12.831,5.376,1.277,37373,588,60,1010,284
21.658,21.622,-7.75,13.244,0.365,1.259,52431,589,60,1010,284
21.686,21.655,-6.75,12.249,0.309,1.264,39518,590,60,1010,284
21.725,21.689,-4.75,13.412,0.370,1.328,57877,591,60,1010,284
21.761,21.722,-3.75,12.569,5.131,1.350,34597,592,60,1010,284
21.787,21.755,-2.75,12.783,0.357,1.240,52543,593,60,1010,284
21.819,21.789,-0.75,12.902,0.243,1.266,37358,594,60,1010,284
21.855,21.822,+0.25,12.128,5.400,1.261,38727,595,60,1010,284
21.881,21.855,+1.25,12.245,0.357,1.144,52348,596,60,1010,284
21.924,21.889,-7.42,13.076,0.254,1.261,39606,597,60,1010,284
