wall_s,pts_s,drift_ms,draw_ms,write_ms,decode_ms,bytes,shown,dropped,px_w,px_h
14.176,14.148,-4.42,0.707,0.044,1.278,4487,391,34,1010,284
14.208,14.181,-3.42,0.711,0.041,1.262,7139,392,34,1010,284
14.234,14.215,-1.42,0.742,0.050,1.221,5380,393,34,1010,284
14.271,14.248,-0.42,0.711,0.051,1.264,7654,394,34,1010,284
14.303,14.281,+0.58,0.625,0.777,1.259,4407,395,34,1010,284
14.341,14.315,-8.08,0.730,0.076,1.124,7192,396,34,1010,284
14.376,14.348,-7.08,0.702,0.045,1.279,5175,397,34,1010,284
14.407,14.381,-6.08,0.735,0.072,1.259,7347,398,34,1010,284
14.442,14.415,-4.08,0.825,2.691,1.284,34209,399,34,1010,284
14.474,14.448,-3.08,0.810,0.234,1.230,33876,400,34,1010,284
14.506,14.482,-1.08,0.701,0.029,1.268,4314,401,34,1010,284
14.543,14.515,-0.08,0.799,4.766,1.264,7557,402,34,1010,284
14.569,14.548,+0.92,0.730,0.062,1.257,4882,403,34,1010,284
14.607,14.582,-7.75,0.716,0.060,1.279,7223,404,34,1010,284
14.643,14.615,-6.75,0.773,0.410,1.267,4937,405,34,1010,284
14.675,14.648,-5.75,0.733,0.057,1.257,4563,406,34,1010,284
14.707,14.682,-3.75,0.716,0.052,1.261,8064,407,34,1010,284
14.740,14.715,-2.75,0.775,0.391,1.258,4927,408,34,1010,284
14.772,14.749,-0.75,0.728,0.079,1.250,8085,409,34,1010,284
14.804,14.782,+0.25,0.715,0.074,1.261,8544,410,34,1010,284
14.839,14.815,+1.25,0.690,3.066,1.330,8256,411,34,1010,284
14.874,14.849,-7.42,0.729,0.039,1.222,4878,412,34,1010,284
14.910,14.882,-6.42,0.768,0.082,1.373,11293,413,34,1010,284
14.942,14.915,-5.42,0.703,0.026,1.362,5198,414,34,1010,284
14.975,14.949,-3.42,0.780,1.707,1.260,11445,415,34,1010,284
15.007,14.982,-2.42,0.732,0.053,1.233,5781,416,34,1010,284
15.039,15.015,-1.42,0.718,0.058,1.258,9675,417,34,1010,284
15.071,15.049,+0.58,0.744,0.391,1.267,5007,418,34,1010,284
15.103,15.082,+1.58,0.716,0.089,1.212,9627,419,34,1010,284
15.144,15.116,-7.08,0.705,0.039,1.255,5848,420,34,1010,284
15.175,15.149,-6.08,0.647,0.687,1.260,6249,421,34,1010,284
15.207,15.182,-5.08,0.740,0.091,1.129,9740,422,34,1010,284
15.239,15.216,-3.08,0.705,0.031,1.276,5861,423,34,1010,284
15.272,15.249,-2.08,0.745,0.056,1.257,9272,424,34,1010,284
15.304,15.282,-1.08,0.729,0.739,1.311,5432,425,34,1010,284
15.337,15.316,+0.92,0.752,0.121,1.242,12697,426,34,1010,284
15.368,15.349,+1.92,0.704,0.033,1.261,5365,427,34,1010,284
15.408,15.382,-7.75,0.715,0.991,1.257,9738,428,34,1010,284
15.439,15.416,-5.75,0.711,0.060,1.126,6914,429,34,1010,284
15.471,15.449,-4.75,0.742,0.047,1.288,10083,430,34,1010,284
15.503,15.483,-2.75,0.739,0.061,1.257,9735,431,34,1010,284
15.537,15.516,-1.75,0.738,1.269,1.260,10840,432,34,1010,284
15.569,15.549,-0.75,0.740,0.071,1.248,6956,433,34,1010,284
15.601,15.583,+1.25,0.722,0.068,1.259,11168,434,34,1010,284
15.642,15.616,-8.42,0.742,0.055,1.257,6994,435,34,1010,284
15.676,15.649,-7.42,0.780,0.094,1.234,10606,436,34,1010,284
15.708,15.683,-5.42,0.707,0.042,1.259,6350,437,34,1010,284
15.740,15.716,-4.42,0.698,0.836,1.260,6728,438,34,1010,284
15.772,15.750,-2.42,0.739,0.089,1.167,11394,439,34,1010,284
15.804,15.783,-1.42,0.759,0.074,1.261,11003,440,34,1010,284
15.836,15.816,-0.42,0.731,0.090,1.263,12180,441,34,1010,284
15.870,15.850,+1.58,0.802,1.589,1.251,16306,442,34,1010,284
15.911,15.883,-8.08,0.768,0.172,1.333,21097,443,34,1010,284
15.944,15.916,-7.08,0.772,0.113,1.365,17169,444,34,1010,284
15.978,15.950,-5.08,0.819,2.744,1.264,17693,445,34,1010,284
16.011,15.983,-4.08,0.768,0.133,1.213,17242,446,34,1010,284
16.043,16.016,-3.08,0.761,0.163,1.264,25205,447,34,1010,284
16.075,16.050,-1.08,0.637,1.478,1.259,10529,448,34,1010,284
16.103,16.083,-0.08,0.812,2.631,1.112,21507,449,34,1010,284
16.135,16.117,+1.92,0.752,0.103,1.260,11291,450,34,1010,284
16.180,16.150,-7.75,0.717,2.449,1.259,16631,451,34,1010,284
16.209,16.183,-6.75,0.765,0.132,1.126,17307,452,34,1010,284
16.241,16.217,-4.75,0.747,0.150,1.291,19488,453,34,1010,284
16.273,16.250,-3.75,0.741,0.124,1.258,17756,454,34,1010,284
16.307,16.283,-2.75,0.760,1.907,1.258,12178,455,34,1010,284
16.339,16.317,-0.75,0.759,0.137,1.209,16947,456,34,1010,284
16.371,16.350,+0.25,0.735,0.128,1.258,17316,457,34,1010,284
16.406,16.383,+1.25,0.727,2.320,1.261,16496,458,34,1010,284
16.444,16.417,-7.42,0.772,0.092,1.127,10282,459,34,1010,284
16.474,16.450,-6.42,0.764,0.158,1.261,22578,460,34,1010,284
16.507,16.484,-4.42,0.686,1.375,1.259,10294,461,34,1010,284
16.539,16.517,-3.42,0.837,0.141,1.104,16796,462,34,1010,284
16.571,16.550,-2.42,0.726,0.095,1.285,12693,463,34,1010,284
16.603,16.584,-0.42,0.764,0.187,1.255,25271,464,34,1010,284
16.637,16.617,+0.58,0.758,1.450,1.262,9922,465,34,1010,284
16.669,16.650,+1.58,0.775,0.136,1.217,17038,466,34,1010,284
16.710,16.684,-7.08,0.765,0.161,1.261,23611,467,34,1010,284
16.744,16.717,-6.08,0.802,3.069,1.256,17650,468,34,1010,284
16.777,16.751,-4.08,0.747,0.105,1.258,11390,469,34,1010,284
16.809,16.784,-3.08,0.763,0.092,1.263,16874,470,34,1010,284
16.843,16.817,-2.08,0.737,1.727,1.346,13091,471,34,1010,284
16.869,16.851,-0.08,0.788,0.082,1.229,8992,472,34,1010,284
16.901,16.884,+0.92,0.788,0.118,1.258,15036,473,34,1010,284
16.933,16.917,+1.92,0.777,0.070,1.263,10054,474,34,1010,284
16.978,16.951,-6.75,0.802,0.137,1.256,14925,475,34,1010,284
17.009,16.984,-5.75,0.739,0.056,1.328,9112,476,34,1010,284
17.040,17.017,-4.75,0.744,0.117,1.267,16940,477,34,1010,284
17.074,17.051,-2.75,0.746,1.422,1.167,10402,478,34,1010,284
17.106,17.084,-1.75,0.763,0.132,1.231,16582,479,34,1010,284
17.137,17.118,+0.25,0.717,0.067,1.261,10149,480,34,1010,284
17.172,17.151,+1.25,0.723,2.508,1.264,19761,481,34,1010,284
17.210,17.184,-8.42,0.758,0.084,1.132,10603,482,34,1010,284
17.246,17.218,-6.42,0.741,0.115,1.263,17209,483,34,1010,284
17.279,17.251,-5.42,0.696,2.190,1.276,20096,484,34,1010,284
17.311,17.284,-4.42,0.760,0.127,1.291,16300,485,34,1010,284
17.342,17.318,-2.42,0.744,0.074,1.271,11072,486,34,1010,284
17.378,17.351,-1.42,0.780,3.888,1.261,27811,487,34,1010,284
17.404,17.384,-0.42,0.754,0.185,1.249,23912,488,34,1010,284
17.436,17.418,+1.58,0.758,0.165,1.260,22982,489,34,1010,284
17.483,17.451,-8.08,0.839,4.626,1.257,31241,490,34,1010,284
17.514,17.485,-6.08,0.796,0.192,1.215,24635,491,34,1010,284
17.546,17.518,-5.08,0.781,0.187,1.260,29443,492,34,1010,284
17.583,17.551,-4.08,0.831,4.187,1.217,28672,493,34,1010,284
17.608,17.585,-2.08,0.826,0.250,1.226,36372,494,34,1010,284
17.640,17.618,-1.08,0.779,0.207,1.257,29227,495,34,1010,284
17.677,17.651,-0.08,0.774,4.685,1.259,36365,496,34,1010,284
17.703,17.685,+1.92,0.803,0.250,1.128,32339,497,34,1010,284
17.746,17.718,-7.75,0.821,0.295,1.260,40565,498,34,1010,284
17.785,17.752,-5.75,0.850,6.047,1.288,40389,499,34,1010,284
17.811,17.785,-4.75,0.863,0.288,1.232,43329,500,34,1010,284
17.843,17.818,-3.75,0.840,0.268,1.263,39631,501,34,1010,284
17.883,17.852,-1.75,0.858,7.059,1.259,47895,502,34,1010,284
17.909,17.885,-0.75,0.855,0.317,1.207,47128,503,34,1010,284
17.942,17.918,+0.25,0.874,0.407,1.258,54240,504,34,1010,284
17.986,17.952,-8.42,0.845,7.272,1.264,53637,505,34,1010,284
18.012,17.985,-7.42,0.787,0.394,1.174,57499,506,34,1010,284
18.042,18.018,-6.42,0.898,0.426,1.262,61499,507,34,1010,284
18.082,18.052,-4.42,0.810,8.086,1.261,61977,508,34,1010,284
18.109,18.085,-3.42,0.955,0.339,1.131,61169,509,34,1010,284
18.141,18.119,-1.42,0.825,0.290,1.258,43632,510,34,1010,284
18.180,18.152,-0.42,0.809,6.461,1.267,55217,511,34,1010,284
18.206,18.185,+0.58,0.849,0.371,1.118,53084,512,34,1010,284
18.238,18.218,+1.58,0.858,0.360,1.261,55933,513,34,1010,284
18.284,18.252,-7.08,0.845,5.145,1.259,43642,514,34,1010,284
18.310,18.285,-6.08,0.901,0.407,1.155,56598,515,34,1010,284
18.342,18.318,-5.08,0.828,0.300,1.258,44301,516,34,1010,284
18.381,18.352,-3.08,0.838,6.338,1.262,41897,517,34,1010,284
18.407,18.385,-2.08,0.801,0.185,1.128,27130,518,34,1010,284
18.439,18.419,-0.08,0.867,0.244,1.259,44576,519,34,1010,284
18.476,18.452,+0.92,0.843,5.406,1.277,35500,520,34,1010,284
18.503,18.485,+1.92,0.812,0.216,1.216,30005,521,34,1010,284
18.552,18.519,-6.75,0.829,7.051,1.263,49482,522,34,1010,284
18.577,18.552,-5.75,0.777,0.229,1.115,29690,523,34,1010,284
18.608,18.585,-4.75,0.824,0.271,1.263,41201,524,34,1010,284
18.644,18.619,-2.75,0.769,4.148,1.261,28769,525,34,1010,284
18.676,18.652,-1.75,0.813,0.305,1.126,42153,526,34,1010,284
18.707,18.686,+0.25,0.785,0.195,1.264,29970,527,34,1010,284
18.746,18.719,+1.25,0.826,6.756,1.262,43260,528,34,1010,284
18.780,18.752,-8.42,0.808,0.189,1.138,29496,529,34,1010,284
18.816,18.786,-6.42,0.727,6.291,1.267,44191,530,34,1010,284
18.845,18.819,-5.42,0.848,2.431,1.103,30315,531,34,1010,284
18.876,18.852,-4.42,0.829,0.273,1.260,42891,532,34,1010,284
18.909,18.886,-2.42,0.730,0.206,1.263,31051,533,34,1010,284
18.940,18.919,-1.42,0.842,0.311,1.267,46623,534,34,1010,284
18.979,18.952,-0.42,0.779,6.005,1.264,42572,535,34,1010,284
19.005,18.986,+1.58,0.829,0.309,1.138,43536,536,34,1010,284
19.046,19.019,-8.08,0.779,0.188,1.264,28318,537,34,1010,284
19.082,19.053,-6.08,0.825,4.550,1.227,29936,538,34,1010,284
19.115,19.086,-5.08,0.828,0.300,1.178,42610,539,34,1010,284
19.141,19.119,-4.08,0.784,0.214,1.260,29911,540,34,1010,284
19.180,19.153,-2.08,0.876,7.034,1.180,44416,541,34,1010,284
19.206,19.186,-1.08,0.819,0.211,1.207,30064,542,34,1010,284
19.246,19.219,-0.08,0.816,7.354,1.257,63784,543,34,1010,284
19.273,19.253,+1.92,0.843,1.842,1.103,30718,544,34,1010,284
19.313,19.286,-7.75,0.863,0.433,1.258,58774,545,34,1010,284
19.348,19.319,-6.75,0.805,0.187,1.259,29300,546,34,1010,284
19.380,19.353,-4.75,0.833,0.315,1.259,45285,547,34,1010,284
19.415,19.386,-3.75,0.831,4.732,1.126,31089,548,34,1010,284
19.440,19.420,-1.75,0.881,0.417,1.212,52998,549,34,1010,284
19.472,19.453,-0.75,0.782,0.186,1.261,30257,550,34,1010,284
19.511,19.486,+0.25,0.866,7.328,1.196,46260,551,34,1010,284
19.546,19.520,-8.42,0.790,0.205,1.211,29658,552,34,1010,284
19.587,19.553,-7.42,0.822,7.053,1.260,48699,553,34,1010,284
19.610,19.586,-6.42,0.779,0.229,1.128,29961,554,34,1010,284
19.643,19.620,-4.42,0.788,0.197,1.258,32470,555,34,1010,284
19.681,19.653,-3.42,0.832,6.285,1.258,44973,556,34,1010,284
19.707,19.687,-1.42,0.777,0.230,1.125,31302,557,34,1010,284
19.740,19.720,-0.42,0.885,0.305,1.259,48493,558,34,1010,284
19.776,19.753,+0.58,0.798,4.597,1.270,30780,559,34,1010,284
19.813,19.787,-8.08,0.875,0.322,1.152,45773,560,34,1010,284
19.852,19.820,-7.08,0.744,4.481,1.258,31732,561,34,1010,284
19.881,19.853,-6.08,0.921,3.557,1.104,53062,562,34,1010,284
19.914,19.887,-4.08,0.812,0.285,1.277,38240,563,34,1010,284
19.946,19.920,-3.08,0.788,0.391,1.259,49106,564,34,1010,284
19.979,19.953,-2.08,0.793,0.243,1.258,33010,565,34,1010,284
20.016,19.987,-0.08,0.797,6.952,1.268,47415,566,34,1010,284
20.041,20.020,+0.92,0.788,0.231,1.127,34193,567,34,1010,284
20.081,20.054,-7.75,0.839,0.354,1.262,47997,568,34,1010,284
20.120,20.087,-6.75,0.857,4.959,1.126,31935,569,34,1010,284
20.146,20.120,-5.75,0.901,0.361,1.240,50504,570,34,1010,284
20.177,20.154,-3.75,0.796,0.244,1.258,34351,571,34,1010,284
20.213,20.187,-2.75,0.827,5.043,1.255,32679,572,34,1010,284
20.240,20.220,-1.75,0.882,0.339,1.214,50772,573,34,1010,284
20.272,20.254,+0.25,0.795,0.240,1.260,33341,574,34,1010,284
20.312,20.287,+1.25,0.901,7.960,1.177,50891,575,34,1010,284
20.347,20.320,-8.42,0.842,0.256,1.210,46038,576,34,1010,284
20.386,20.354,-6.42,0.832,7.474,1.261,51469,577,34,1010,284
20.412,20.387,-5.42,0.793,0.248,1.127,37527,578,34,1010,284
20.444,20.421,-3.42,0.857,0.330,1.255,51973,579,34,1010,284
20.481,20.454,-2.42,0.825,4.819,1.254,31910,580,34,1010,284
20.508,20.487,-1.42,0.847,0.374,1.212,51115,581,34,1010,284
20.539,20.521,+0.58,0.790,0.227,1.257,32753,582,34,1010,284
20.579,20.554,+1.58,0.878,7.577,1.259,49613,583,34,1010,284
20.615,20.587,-8.08,0.813,0.247,1.221,39075,584,34,1010,284
20.653,20.621,-6.08,0.827,7.228,1.262,50614,585,34,1010,284
20.678,20.654,-5.08,0.796,0.261,1.104,34379,586,34,1010,284
20.711,20.688,-3.08,0.857,0.354,1.267,53225,587,34,1010,284
20.749,20.721,-2.08,0.788,5.965,1.256,40386,588,34,1010,284
20.775,20.754,-1.08,0.805,0.279,1.157,36817,589,34,1010,284
20.807,20.788,+0.92,0.885,0.365,1.260,58575,590,34,1010,284
20.844,20.821,+1.92,0.773,5.299,1.256,36613,591,34,1010,284
20.882,20.854,-7.75,0.896,0.368,1.128,54596,592,34,1010,284
20.913,20.888,-5.75,0.795,0.229,1.256,33942,593,34,1010,284
20.953,20.921,-4.75,0.899,7.722,1.128,50616,594,34,1010,284
20.978,20.954,-3.75,0.845,0.244,1.213,33995,595,34,1010,284
21.019,20.988,-1.75,0.798,8.949,1.264,50853,596,34,1010,284
21.047,21.021,-0.75,0.803,2.205,1.101,34585,597,34,1010,284
21.073,21.055,+1.25,0.856,0.339,1.259,53150,598,34,1010,284
21.116,21.088,-8.42,0.767,0.251,1.264,34642,599,34,1010,284
21.149,21.121,-7.42,0.865,0.369,1.260,54922,600,34,1010,284
21.186,21.155,-5.42,0.838,5.432,1.259,35486,601,34,1010,284
21.213,21.188,-4.42,0.852,0.344,1.216,53755,602,34,1010,284
21.245,21.221,-3.42,0.844,0.312,1.256,49995,603,34,1010,284
21.285,21.255,-1.42,0.822,7.646,1.263,52067,604,34,1010,284
21.310,21.288,-0.42,0.821,0.223,1.129,33463,605,34,1010,284
21.341,21.321,+0.58,0.796,0.251,1.256,36112,606,34,1010,284
21.391,21.355,-8.08,0.928,7.866,1.261,50658,607,34,1010,284
21.413,21.388,-7.08,0.798,0.231,1.259,35616,608,34,1010,284
21.449,21.422,-5.08,0.861,3.879,1.261,50763,609,34,1010,284
21.482,21.455,-4.08,0.811,0.230,1.282,36201,610,34,1010,284
21.525,21.488,-3.08,0.809,11.024,1.277,55873,611,34,1010,284
21.550,21.522,-1.08,0.867,5.684,1.149,36876,612,34,1010,284
21.577,21.555,-0.08,0.854,0.368,1.245,51549,613,34,1010,284
21.614,21.588,+0.92,0.813,5.394,1.265,37373,614,34,1010,284
21.648,21.622,-7.75,0.891,0.387,1.139,52431,615,34,1010,284
21.684,21.655,-6.75,0.811,0.285,1.263,39518,616,34,1010,284
21.724,21.689,-4.75,0.904,8.944,1.261,57877,617,34,1010,284
21.744,21.722,-3.75,0.873,0.241,1.196,34597,618,34,1010,284
21.777,21.755,-2.75,0.858,0.359,1.272,52543,619,34,1010,284
21.815,21.789,-0.75,0.848,5.925,1.133,37358,620,34,1010,284
21.841,21.822,+0.25,0.857,0.264,1.264,38727,621,34,1010,284
21.874,21.855,+1.25,0.865,0.328,1.259,52348,622,34,1010,284
21.921,21.889,-7.42,0.913,6.709,1.329,39606,623,34,1010,284
21.946,21.922,-6.42,0.894,0.381,1.337,52546,624,34,1010,284
21.988,21.955,-5.42,0.733,10.171,1.263,37914,625,34,1010,284
22.018,21.989,-3.42,0.918,3.799,1.141,55125,626,34,1010,284
22.044,22.022,-2.42,0.860,0.393,1.257,59519,627,34,1010,284
22.077,22.056,-0.42,0.776,0.430,1.260,54926,628,34,1010,284
22.109,22.089,+0.58,0.816,0.267,1.262,39911,629,34,1010,284
22.151,22.122,+1.58,0.871,8.928,1.264,61730,630,34,1010,284
22.184,22.156,-7.08,0.897,0.353,1.127,48668,631,34,1010,284
22.226,22.189,-6.08,0.804,10.746,1.262,57454,632,34,1010,284
22.251,22.222,-5.08,0.832,6.380,1.108,40216,633,34,1010,284
22.277,22.256,-3.08,0.885,0.401,1.249,56331,634,34,1010,284
22.315,22.289,-2.08,0.850,6.022,1.265,40394,635,34,1010,284
22.341,22.322,-1.08,0.860,0.419,1.191,55121,636,34,1010,284
22.373,22.356,+0.92,0.821,0.275,1.261,41124,637,34,1010,284
22.411,22.389,+1.92,0.860,6.145,1.262,40757,638,34,1010,284
22.448,22.423,-6.75,0.874,0.397,1.149,55399,639,34,1010,284
22.485,22.456,-5.75,0.740,5.585,1.262,39805,640,34,1010,284
22.513,22.489,-4.75,0.926,2.050,1.107,55175,641,34,1010,284
22.546,22.523,-2.75,0.905,0.528,1.260,80563,642,34,1010,284
22.578,22.556,-1.75,0.807,0.260,1.262,34875,643,34,1010,284
22.618,22.590,+0.25,0.782,7.280,1.262,46316,644,34,1010,284
22.648,22.623,+1.25,0.847,3.858,1.133,46727,645,34,1010,284
22.683,22.656,-8.42,0.904,0.523,1.259,76944,646,34,1010,284
22.714,22.690,-6.42,0.878,0.396,1.259,52007,647,34,1010,284
22.753,22.723,-5.42,0.767,7.066,1.265,53753,648,34,1010,284
22.783,22.757,-3.42,0.942,4.027,1.190,57676,649,34,1010,284
22.817,22.790,-2.42,0.946,0.518,1.283,63714,650,34,1010,284
22.843,22.823,-1.42,0.867,0.406,1.586,56614,651,34,1010,284
22.875,22.857,+0.58,0.927,0.420,1.358,57718,652,34,1010,284
22.915,22.890,+1.58,0.976,7.196,1.193,58239,653,34,1010,284
22.951,22.923,-8.08,0.896,0.476,1.333,68238,654,34,1010,284
22.989,22.957,-6.08,0.917,6.815,1.265,59271,655,34,1010,284
23.014,22.990,-5.08,0.949,0.427,1.228,62203,656,34,1010,284
23.053,23.024,-3.08,0.860,7.231,1.266,75545,657,34,1010,284
23.081,23.057,-2.08,0.949,2.385,1.114,67586,658,34,1010,284
23.114,23.090,-1.08,0.889,0.467,1.258,67167,659,34,1010,284
23.147,23.124,+0.92,0.926,0.457,1.193,71054,660,34,1010,284
23.173,23.157,+1.92,0.943,0.529,1.261,78937,661,34,1010,284
23.224,23.190,-7.75,0.953,7.520,1.260,69466,662,34,1010,284
23.251,23.224,-5.75,0.894,0.474,1.245,68636,663,34,1010,284
23.290,23.257,-4.75,0.894,6.993,1.259,69760,664,34,1010,284
23.316,23.290,-3.75,0.912,0.537,1.143,80028,665,34,1010,284
23.349,23.324,-1.75,0.907,0.515,1.258,73939,666,34,1010,284
23.387,23.357,-0.75,0.851,7.124,1.262,71677,667,34,1010,284
23.413,23.391,+1.25,0.914,5.485,1.112,71968,668,34,1010,284
23.451,23.424,-8.42,0.926,0.590,1.257,82108,669,34,1010,284
23.493,23.457,-7.42,0.955,8.078,1.255,75464,670,34,1010,284
23.520,23.491,-5.42,0.956,0.530,1.213,74687,671,34,1010,284
23.553,23.524,-4.42,0.937,0.602,1.264,83922,672,34,1010,284
23.585,23.557,-3.42,0.902,7.326,1.211,75450,673,34,1010,284
23.612,23.591,-1.42,0.907,0.488,1.128,78480,674,34,1010,284
23.644,23.624,-0.42,0.921,0.528,1.254,75971,675,34,1010,284
23.685,23.657,+0.58,0.969,7.912,1.256,87197,676,34,1010,284
23.718,23.691,-8.08,0.921,0.485,1.123,74993,677,34,1010,284
23.760,23.724,-7.08,0.876,7.811,1.248,78181,678,34,1010,284
23.787,23.758,-5.08,1.000,0.544,1.151,78066,679,34,1010,284
23.821,23.791,-4.08,0.987,8.414,1.253,89717,680,34,1010,284
23.847,23.824,-3.08,0.918,0.549,1.128,81212,681,34,1010,284
23.888,23.858,-1.08,0.827,8.533,1.252,79276,682,34,1010,284
23.914,23.891,-0.08,1.082,0.639,1.117,89086,683,34,1010,284
23.959,23.924,+0.92,0.839,12.732,1.361,83152,684,34,1010,284
23.986,23.958,-7.75,0.920,0.555,1.226,82071,685,34,1010,284
24.030,23.991,-6.75,0.935,14.749,1.251,82774,686,34,1010,284
24.058,24.025,-4.75,0.972,8.545,1.143,91522,687,34,1010,284
24.085,24.058,-3.75,0.939,0.631,1.142,82167,688,34,1010,284
24.126,24.091,-2.75,0.933,8.669,1.181,82088,689,34,1010,284
24.146,24.125,-0.75,0.941,0.585,1.230,81104,690,34,1010,284
24.187,24.158,+0.25,0.932,8.086,1.250,90707,691,34,1010,284
24.213,24.191,+1.25,1.010,0.536,1.123,80363,692,34,1010,284
24.261,24.225,-7.42,0.884,7.788,1.251,79283,693,34,1010,284
24.286,24.258,-6.42,0.919,0.535,1.115,78553,694,34,1010,284
24.326,24.291,-5.42,0.836,7.983,1.249,86911,695,34,1010,284
24.352,24.325,-3.42,0.917,0.490,1.174,75207,696,34,1010,284
24.379,24.358,-2.42,0.915,0.545,1.253,75023,697,34,1010,284
24.418,24.392,-0.42,0.889,7.726,1.256,82551,698,34,1010,284
24.444,24.425,+0.58,0.981,0.503,1.127,71386,699,34,1010,284
24.484,24.458,+1.58,0.880,7.686,1.254,73869,700,34,1010,284
24.520,24.492,-7.08,0.911,0.321,1.116,71851,701,34,1010,284
24.559,24.525,-6.08,0.913,7.577,1.273,83316,702,34,1010,284
24.585,24.558,-5.08,0.909,0.464,1.140,73353,703,34,1010,284
24.630,24.592,-3.08,0.844,12.402,1.255,73671,704,34,1010,284
24.657,24.625,-2.08,0.908,7.967,1.144,73988,705,34,1010,284
24.682,24.658,-1.08,0.931,0.540,1.121,78654,706,34,1010,284
24.709,24.692,+0.92,0.937,0.516,1.252,71570,707,34,1010,284
24.742,24.725,+1.92,0.883,0.444,1.260,74568,708,34,1010,284
24.784,24.759,-6.75,0.970,0.665,1.145,93490,709,34,1010,284
24.821,24.792,-5.75,0.923,0.488,1.256,70311,710,34,1010,284
24.856,24.825,-4.75,0.878,8.526,1.257,70083,711,34,1010,284
24.882,24.859,-2.75,0.876,0.467,1.128,67231,712,34,1010,284
24.925,24.892,-1.75,0.876,10.826,1.393,72082,713,34,1010,284
24.945,24.925,-0.75,0.935,0.470,1.150,67428,714,34,1010,284
24.982,24.959,+1.25,0.822,4.540,1.254,66466,715,34,1010,284
25.020,24.992,-8.42,0.900,0.485,1.178,66625,716,34,1010,284
25.060,25.026,-6.42,0.845,10.113,1.309,70304,717,34,1010,284
25.087,25.059,-5.42,0.892,0.478,1.187,66357,718,34,1010,284
25.128,25.092,-4.42,0.793,8.989,1.252,65986,719,34,1010,284
25.148,25.126,-2.42,0.817,0.494,1.176,65827,720,34,1010,284
25.194,25.159,-1.42,0.816,14.276,1.255,69907,721,34,1010,284
25.214,25.192,-0.42,0.937,0.420,1.124,65280,722,34,1010,284
25.246,25.226,+1.58,0.886,0.363,1.254,63357,723,34,1010,284
25.285,25.259,-8.08,0.897,0.474,1.155,69198,724,34,1010,284
25.331,25.292,-7.08,0.807,11.334,1.253,65280,725,34,1010,284
25.351,25.326,-5.08,0.841,0.422,1.157,63736,726,34,1010,284
25.384,25.359,-4.08,0.891,0.440,1.254,63269,727,34,1010,284
25.423,25.393,-2.08,0.882,6.540,1.146,68767,728,34,1010,284
25.449,25.426,-1.08,0.883,0.432,1.250,63337,729,34,1010,284
25.482,25.459,-0.08,0.885,0.422,1.254,61620,730,34,1010,284
25.523,25.493,+1.92,0.947,9.736,1.256,63987,731,34,1010,284
25.553,25.526,-7.75,0.903,0.476,1.201,67631,732,34,1010,284
25.597,25.559,-6.75,0.875,9.270,1.257,61267,733,34,1010,284
25.616,25.593,-4.75,0.884,0.483,1.256,62754,734,34,1010,284
25.658,25.626,-3.75,0.873,9.624,1.254,67574,735,34,1010,284
25.684,25.659,-2.75,0.887,0.442,1.128,61871,736,34,1010,284
25.726,25.693,-0.75,0.917,9.709,1.256,61759,737,34,1010,284
25.747,25.726,+0.25,0.919,0.409,1.124,61024,738,34,1010,284
25.798,25.760,-8.42,0.960,10.550,1.258,68852,739,34,1010,284
25.820,25.793,-7.42,0.896,0.426,1.249,63194,740,34,1010,284
25.861,25.826,-6.42,0.928,10.237,1.256,63990,741,34,1010,284
25.887,25.860,-4.42,0.870,0.472,1.190,62578,742,34,1010,284
25.929,25.893,-3.42,0.884,9.937,1.265,66714,743,34,1010,284
25.949,25.926,-2.42,0.856,0.480,1.166,63956,744,34,1010,284
25.990,25.960,-0.42,0.856,9.772,1.250,64657,745,34,1010,284
26.015,25.993,+0.58,0.889,0.489,1.166,64340,746,34,1010,284
26.055,26.027,-8.08,0.873,0.407,1.283,68565,747,34,1010,284
26.090,26.060,-7.08,0.926,1.188,1.163,64056,748,34,1010,284
26.121,26.093,-6.08,0.900,0.461,1.256,65252,749,34,1010,284
26.154,26.127,-4.08,0.906,0.489,1.148,68117,750,34,1010,284
26.191,26.160,-3.08,0.854,4.589,1.254,65551,751,34,1010,284
26.217,26.193,-2.08,0.905,0.455,1.235,64771,752,34,1010,284
26.259,26.227,-0.08,0.835,9.630,1.279,64951,753,34,1010,284
26.279,26.260,+0.92,0.895,0.544,1.133,69211,754,34,1010,284
26.324,26.293,+1.92,0.826,12.850,1.255,63119,755,34,1010,284
26.354,26.327,-6.75,0.878,0.473,1.195,63672,756,34,1010,284
26.395,26.360,-5.75,0.853,9.700,1.250,64276,757,34,1010,284
26.415,26.394,-3.75,0.814,0.412,1.141,68287,758,34,1010,284
26.461,26.427,-2.75,0.848,8.671,1.250,64239,759,34,1010,284
26.482,26.460,-1.75,0.873,0.413,1.134,62095,760,34,1010,284
26.514,26.494,+0.25,0.903,0.468,1.252,66974,761,34,1010,284
26.549,26.527,+1.25,0.938,3.030,1.167,65203,762,34,1010,284
26.590,26.560,-8.42,0.788,3.686,1.252,63762,763,34,1010,284
26.621,26.594,-6.42,0.881,0.454,1.143,65454,764,34,1010,284
26.669,26.627,-5.42,0.852,15.865,1.249,71432,765,34,1010,284
26.689,26.660,-4.42,0.874,7.004,1.130,67408,766,34,1010,284
